,file_name,length,animal,label,reference
163,coyote_273.wav,3,coyote,1,Macaulay Library
164,coyote_274.wav,3,coyote,1,Macaulay Library
165,coyote_277.wav,3,coyote,1,Macaulay Library
166,coyote_281.wav,3,coyote,1,Macaulay Library
167,coyote_282.wav,3,coyote,1,Macaulay Library
168,coyote_284.wav,3,coyote,1,Macaulay Library
169,coyote_285.wav,3,coyote,1,Macaulay Library
170,coyote_287.wav,3,coyote,1,Macaulay Library
171,coyote_288.wav,3,coyote,1,Macaulay Library
172,coyote_289.wav,3,coyote,1,Macaulay Library
173,coyote_292.wav,3,coyote,1,Macaulay Library
174,coyote_293.wav,3,coyote,1,Macaulay Library
175,coyote_294.wav,3,coyote,1,Macaulay Library
176,coyote_297.wav,3,coyote,1,Macaulay Library
177,coyote_298.wav,3,coyote,1,Macaulay Library
178,coyote_299.wav,3,coyote,1,Macaulay Library
179,coyote_300.wav,3,coyote,1,Macaulay Library
180,coyote_301.wav,3,coyote,1,Macaulay Library
181,coyote_303.wav,3,coyote,1,Macaulay Library
182,coyote_304.wav,3,coyote,1,Macaulay Library
183,coyote_307.wav,3,coyote,1,Macaulay Library
184,coyote_308.wav,3,coyote,1,Macaulay Library
185,coyote_309.wav,3,coyote,1,Macaulay Library
186,coyote_310.wav,3,coyote,1,Macaulay Library
187,coyote_311.wav,3,coyote,1,Macaulay Library
188,coyote_313.wav,3,coyote,1,Macaulay Library
189,coyote_314.wav,3,coyote,1,Macaulay Library
190,coyote_316.wav,3,coyote,1,Macaulay Library
191,coyote_317.wav,3,coyote,1,Macaulay Library
192,coyote_321.wav,3,coyote,1,Macaulay Library
193,coyote_322.wav,3,coyote,1,Macaulay Library
194,coyote_323.wav,3,coyote,1,Macaulay Library
195,coyote_324.wav,3,coyote,1,Macaulay Library
196,coyote_325.wav,3,coyote,1,Macaulay Library
197,coyote_327.wav,3,coyote,1,Macaulay Library
198,coyote_328.wav,3,coyote,1,Macaulay Library
199,coyote_331.wav,3,coyote,1,Macaulay Library
200,coyote_332.wav,3,coyote,1,Macaulay Library
201,coyote_333.wav,3,coyote,1,Macaulay Library
202,coyote_335.wav,3,coyote,1,Macaulay Library
203,coyote_336.wav,3,coyote,1,Macaulay Library
204,coyote_337.wav,3,coyote,1,Macaulay Library
205,coyote_338.wav,3,coyote,1,Macaulay Library
206,coyote_340.wav,3,coyote,1,Macaulay Library
207,coyote_342.wav,3,coyote,1,Macaulay Library
208,coyote_343.wav,3,coyote,1,Macaulay Library
209,coyote_345.wav,3,coyote,1,Macaulay Library
210,coyote_346.wav,3,coyote,1,Macaulay Library
211,coyote_350.wav,3,coyote,1,Macaulay Library
212,coyote_351.wav,3,coyote,1,Macaulay Library
213,coyote_353.wav,3,coyote,1,Macaulay Library
214,coyote_355.wav,3,coyote,1,Macaulay Library
215,coyote_358.wav,3,coyote,1,Macaulay Library
216,coyote_360.wav,3,coyote,1,Macaulay Library
217,coyote_361.wav,3,coyote,1,Macaulay Library
218,coyote_362.wav,3,coyote,1,Macaulay Library
219,coyote_365.wav,3,coyote,1,Macaulay Library
220,coyote_366.wav,3,coyote,1,Macaulay Library
221,coyote_367.wav,3,coyote,1,Macaulay Library
222,coyote_368.wav,3,coyote,1,Macaulay Library
223,coyote_369.wav,3,coyote,1,Macaulay Library
224,coyote_370.wav,3,coyote,1,Macaulay Library
225,coyote_371.wav,3,coyote,1,Macaulay Library
226,coyote_373.wav,3,coyote,1,Macaulay Library
227,coyote_375.wav,3,coyote,1,Macaulay Library
228,coyote_376.wav,3,coyote,1,Macaulay Library
229,coyote_378.wav,3,coyote,1,Macaulay Library
230,coyote_379.wav,3,coyote,1,Macaulay Library
231,coyote_380.wav,3,coyote,1,Macaulay Library
232,coyote_381.wav,3,coyote,1,Macaulay Library
233,coyote_382.wav,3,coyote,1,Macaulay Library
234,coyote_383.wav,3,coyote,1,Macaulay Library
235,coyote_384.wav,3,coyote,1,Macaulay Library
236,coyote_386.wav,3,coyote,1,Macaulay Library
237,coyote_388.wav,3,coyote,1,Macaulay Library
238,coyote_390.wav,3,coyote,1,Macaulay Library
239,coyote_395.wav,3,coyote,1,Macaulay Library
240,coyote_396.wav,3,coyote,1,Macaulay Library
241,coyote_397.wav,3,coyote,1,Macaulay Library
242,coyote_398.wav,3,coyote,1,Macaulay Library
243,coyote_404.wav,3,coyote,1,Macaulay Library
244,coyote_405.wav,3,coyote,1,Macaulay Library
245,coyote_407.wav,3,coyote,1,Macaulay Library
246,coyote_408.wav,3,coyote,1,Macaulay Library
247,coyote_410.wav,3,coyote,1,Macaulay Library
248,coyote_412.wav,3,coyote,1,Macaulay Library
249,coyote_413.wav,3,coyote,1,Macaulay Library
250,coyote_416.wav,3,coyote,1,Macaulay Library
251,coyote_418.wav,3,coyote,1,Macaulay Library
252,coyote_420.wav,3,coyote,1,Macaulay Library
253,coyote_421.wav,3,coyote,1,Macaulay Library
254,coyote_422.wav,3,coyote,1,Macaulay Library
255,coyote_426.wav,3,coyote,1,Macaulay Library
256,coyote_427.wav,3,coyote,1,Macaulay Library
257,coyote_430.wav,3,coyote,1,Macaulay Library
258,coyote_431.wav,3,coyote,1,Macaulay Library
259,coyote_436.wav,3,coyote,1,Macaulay Library
260,coyote_437.wav,3,coyote,1,Macaulay Library
261,coyote_442.wav,3,coyote,1,Macaulay Library
262,coyote_444.wav,3,coyote,1,Macaulay Library
263,coyote_445.wav,3,coyote,1,Macaulay Library
264,coyote_448.wav,3,coyote,1,Macaulay Library
265,coyote_449.wav,3,coyote,1,Macaulay Library
266,coyote_450.wav,3,coyote,1,Macaulay Library
267,coyote_451.wav,3,coyote,1,Macaulay Library
268,coyote_452.wav,3,coyote,1,Macaulay Library
269,coyote_453.wav,3,coyote,1,Macaulay Library
270,coyote_455.wav,3,coyote,1,Macaulay Library
271,coyote_459.wav,3,coyote,1,Macaulay Library
272,coyote_460.wav,3,coyote,1,Macaulay Library
273,coyote_463.wav,3,coyote,1,Macaulay Library
274,coyote_464.wav,3,coyote,1,Macaulay Library
275,coyote_465.wav,3,coyote,1,Macaulay Library
276,coyote_467.wav,3,coyote,1,Macaulay Library
277,coyote_470.wav,3,coyote,1,Macaulay Library
278,coyote_471.wav,3,coyote,1,Macaulay Library
279,coyote_472.wav,3,coyote,1,Macaulay Library
280,coyote_473.wav,3,coyote,1,Macaulay Library
281,coyote_474.wav,3,coyote,1,Macaulay Library
282,coyote_477.wav,3,coyote,1,Macaulay Library
283,coyote_478.wav,3,coyote,1,Macaulay Library
284,coyote_479.wav,3,coyote,1,Macaulay Library
285,coyote_482.wav,3,coyote,1,Macaulay Library
286,coyote_485.wav,3,coyote,1,Macaulay Library
287,coyote_487.wav,3,coyote,1,Macaulay Library
288,coyote_489.wav,3,coyote,1,Macaulay Library
289,coyote_492.wav,3,coyote,1,Macaulay Library
290,coyote_493.wav,3,coyote,1,Macaulay Library
291,coyote_495.wav,3,coyote,1,Macaulay Library
292,coyote_496.wav,3,coyote,1,Macaulay Library
293,coyote_497.wav,3,coyote,1,Macaulay Library
294,coyote_498.wav,3,coyote,1,Macaulay Library
295,coyote_499.wav,3,coyote,1,Macaulay Library
296,coyote_504.wav,3,coyote,1,Macaulay Library
297,coyote_506.wav,3,coyote,1,Macaulay Library
298,coyote_507.wav,3,coyote,1,Macaulay Library
299,coyote_513.wav,3,coyote,1,Macaulay Library
300,coyote_517.wav,3,coyote,1,Macaulay Library
301,coyote_519.wav,3,coyote,1,Macaulay Library
302,coyote_520.wav,3,coyote,1,Macaulay Library
303,coyote_524.wav,3,coyote,1,Macaulay Library
304,coyote_525.wav,3,coyote,1,Macaulay Library
305,coyote_527.wav,3,coyote,1,Macaulay Library
306,coyote_529.wav,3,coyote,1,Macaulay Library
307,coyote_530.wav,3,coyote,1,Macaulay Library
308,coyote_532.wav,3,coyote,1,Macaulay Library
309,coyote_533.wav,3,coyote,1,Macaulay Library
310,coyote_534.wav,3,coyote,1,Macaulay Library
311,coyote_535.wav,3,coyote,1,Macaulay Library
312,coyote_536.wav,3,coyote,1,Macaulay Library
313,coyote_537.wav,3,coyote,1,Macaulay Library
314,coyote_539.wav,3,coyote,1,Macaulay Library
315,coyote_540.wav,3,coyote,1,Macaulay Library
316,coyote_541.wav,3,coyote,1,Macaulay Library
317,coyote_543.wav,3,coyote,1,Macaulay Library
318,coyote_544.wav,3,coyote,1,Macaulay Library
319,coyote_545.wav,3,coyote,1,Macaulay Library
320,coyote_546.wav,3,coyote,1,Macaulay Library
321,coyote_547.wav,3,coyote,1,Macaulay Library
322,coyote_548.wav,3,coyote,1,Macaulay Library
323,coyote_549.wav,3,coyote,1,Macaulay Library
324,coyote_550.wav,3,coyote,1,Macaulay Library
325,coyote_552.wav,3,coyote,1,Macaulay Library
326,coyote_553.wav,3,coyote,1,Macaulay Library
327,coyote_554.wav,3,coyote,1,Macaulay Library
328,coyote_556.wav,3,coyote,1,Macaulay Library
329,coyote_557.wav,3,coyote,1,Macaulay Library
330,coyote_560.wav,3,coyote,1,Macaulay Library
331,coyote_562.wav,3,coyote,1,Macaulay Library
332,coyote_563.wav,3,coyote,1,Macaulay Library
333,coyote_564.wav,3,coyote,1,Macaulay Library
334,coyote_566.wav,3,coyote,1,Macaulay Library
335,coyote_567.wav,3,coyote,1,Macaulay Library
336,coyote_569.wav,3,coyote,1,Macaulay Library
337,coyote_570.wav,3,coyote,1,Macaulay Library
338,coyote_571.wav,3,coyote,1,Macaulay Library
339,coyote_572.wav,3,coyote,1,Macaulay Library
340,coyote_576.wav,3,coyote,1,Macaulay Library
341,coyote_577.wav,3,coyote,1,Macaulay Library
342,coyote_578.wav,3,coyote,1,Macaulay Library
343,coyote_579.wav,3,coyote,1,Macaulay Library
344,coyote_580.wav,3,coyote,1,Macaulay Library
345,coyote_581.wav,3,coyote,1,Macaulay Library
346,coyote_583.wav,3,coyote,1,Macaulay Library
347,coyote_585.wav,3,coyote,1,Macaulay Library
348,coyote_587.wav,3,coyote,1,Macaulay Library
349,coyote_589.wav,3,coyote,1,Macaulay Library
350,coyote_590.wav,3,coyote,1,Macaulay Library
351,coyote_591.wav,3,coyote,1,Macaulay Library
352,coyote_592.wav,3,coyote,1,Macaulay Library
353,coyote_593.wav,3,coyote,1,Macaulay Library
354,coyote_594.wav,3,coyote,1,Macaulay Library
355,coyote_597.wav,3,coyote,1,Macaulay Library
356,coyote_598.wav,3,coyote,1,Macaulay Library
357,coyote_600.wav,3,coyote,1,Macaulay Library
358,coyote_603.wav,3,coyote,1,Macaulay Library
359,coyote_604.wav,3,coyote,1,Macaulay Library
360,coyote_605.wav,3,coyote,1,Macaulay Library
361,coyote_606.wav,3,coyote,1,Macaulay Library
362,coyote_612.wav,3,coyote,1,Macaulay Library
363,coyote_614.wav,3,coyote,1,Macaulay Library
364,coyote_615.wav,3,coyote,1,Macaulay Library
365,coyote_616.wav,3,coyote,1,Macaulay Library
366,coyote_618.wav,3,coyote,1,Macaulay Library
367,coyote_620.wav,3,coyote,1,Macaulay Library
368,coyote_621.wav,3,coyote,1,Macaulay Library
369,coyote_622.wav,3,coyote,1,Macaulay Library
370,coyote_623.wav,3,coyote,1,Macaulay Library
371,coyote_626.wav,3,coyote,1,Macaulay Library
372,coyote_630.wav,3,coyote,1,Macaulay Library
373,coyote_631.wav,3,coyote,1,Macaulay Library
374,coyote_633.wav,3,coyote,1,Macaulay Library
375,coyote_634.wav,3,coyote,1,Macaulay Library
376,coyote_635.wav,3,coyote,1,Macaulay Library
377,coyote_636.wav,3,coyote,1,Macaulay Library
378,coyote_637.wav,3,coyote,1,Macaulay Library
379,coyote_639.wav,3,coyote,1,Macaulay Library
380,coyote_640.wav,3,coyote,1,Macaulay Library
381,coyote_641.wav,3,coyote,1,Macaulay Library
382,coyote_644.wav,3,coyote,1,Macaulay Library
383,coyote_645.wav,3,coyote,1,Macaulay Library
384,coyote_646.wav,3,coyote,1,Macaulay Library
385,coyote_647.wav,3,coyote,1,Macaulay Library
386,coyote_648.wav,3,coyote,1,Macaulay Library
387,coyote_651.wav,3,coyote,1,Macaulay Library
388,coyote_653.wav,3,coyote,1,Macaulay Library
389,coyote_655.wav,3,coyote,1,Macaulay Library
390,coyote_656.wav,3,coyote,1,Macaulay Library
391,coyote_657.wav,3,coyote,1,Macaulay Library
392,coyote_660.wav,3,coyote,1,Macaulay Library
393,coyote_664.wav,3,coyote,1,Macaulay Library
394,coyote_665.wav,3,coyote,1,Macaulay Library
395,coyote_666.wav,3,coyote,1,Macaulay Library
396,coyote_669.wav,3,coyote,1,Macaulay Library
397,coyote_670.wav,3,coyote,1,Macaulay Library
398,coyote_673.wav,3,coyote,1,Macaulay Library
399,coyote_677.wav,3,coyote,1,Macaulay Library
400,coyote_682.wav,3,coyote,1,Macaulay Library
401,coyote_683.wav,3,coyote,1,Macaulay Library
402,coyote_684.wav,3,coyote,1,Macaulay Library
403,coyote_685.wav,3,coyote,1,Macaulay Library
404,coyote_686.wav,3,coyote,1,Macaulay Library
405,coyote_687.wav,3,coyote,1,Macaulay Library
406,coyote_690.wav,3,coyote,1,Macaulay Library
407,coyote_692.wav,3,coyote,1,Macaulay Library
408,coyote_694.wav,3,coyote,1,Macaulay Library
409,coyote_696.wav,3,coyote,1,Macaulay Library
410,coyote_698.wav,3,coyote,1,Macaulay Library
411,coyote_700.wav,3,coyote,1,Macaulay Library
412,coyote_701.wav,3,coyote,1,Macaulay Library
413,coyote_703.wav,3,coyote,1,Macaulay Library
414,coyote_707.wav,3,coyote,1,Macaulay Library
415,coyote_708.wav,3,coyote,1,Macaulay Library
416,coyote_709.wav,3,coyote,1,Macaulay Library
417,coyote_710.wav,3,coyote,1,Macaulay Library
418,coyote_711.wav,3,coyote,1,Macaulay Library
419,coyote_713.wav,3,coyote,1,Macaulay Library
420,coyote_714.wav,3,coyote,1,Macaulay Library
421,coyote_715.wav,3,coyote,1,Macaulay Library
422,coyote_716.wav,3,coyote,1,Macaulay Library
423,coyote_717.wav,3,coyote,1,Macaulay Library
424,coyote_718.wav,3,coyote,1,Macaulay Library
425,coyote_719.wav,3,coyote,1,Macaulay Library
426,coyote_720.wav,3,coyote,1,Macaulay Library
427,coyote_723.wav,3,coyote,1,Macaulay Library
428,coyote_725.wav,3,coyote,1,Macaulay Library
429,coyote_728.wav,3,coyote,1,Macaulay Library
430,coyote_729.wav,3,coyote,1,Macaulay Library
431,coyote_731.wav,3,coyote,1,Macaulay Library
432,coyote_732.wav,3,coyote,1,Macaulay Library
433,coyote_733.wav,3,coyote,1,Macaulay Library
434,coyote_734.wav,3,coyote,1,Macaulay Library
435,coyote_736.wav,3,coyote,1,Macaulay Library
436,coyote_741.wav,3,coyote,1,Macaulay Library
437,coyote_743.wav,3,coyote,1,Macaulay Library
438,coyote_747.wav,3,coyote,1,Macaulay Library
439,coyote_748.wav,3,coyote,1,Macaulay Library
440,coyote_749.wav,3,coyote,1,Macaulay Library
441,coyote_751.wav,3,coyote,1,Macaulay Library
442,coyote_753.wav,3,coyote,1,Macaulay Library
443,coyote_757.wav,3,coyote,1,Macaulay Library
444,coyote_758.wav,3,coyote,1,Macaulay Library
445,coyote_759.wav,3,coyote,1,Macaulay Library
446,coyote_761.wav,3,coyote,1,Macaulay Library
447,coyote_762.wav,3,coyote,1,Macaulay Library
448,coyote_764.wav,3,coyote,1,Macaulay Library
449,coyote_765.wav,3,coyote,1,Macaulay Library
450,coyote_767.wav,3,coyote,1,Macaulay Library
451,coyote_769.wav,3,coyote,1,Macaulay Library
452,coyote_770.wav,3,coyote,1,Macaulay Library
453,coyote_771.wav,3,coyote,1,Macaulay Library
454,coyote_774.wav,3,coyote,1,Macaulay Library
455,coyote_775.wav,3,coyote,1,Macaulay Library
456,coyote_779.wav,3,coyote,1,Macaulay Library
457,coyote_782.wav,3,coyote,1,Macaulay Library
458,coyote_783.wav,3,coyote,1,Macaulay Library
459,coyote_784.wav,3,coyote,1,Macaulay Library
460,coyote_785.wav,3,coyote,1,Macaulay Library
461,coyote_786.wav,3,coyote,1,Macaulay Library
462,coyote_787.wav,3,coyote,1,Macaulay Library
463,coyote_788.wav,3,coyote,1,Macaulay Library
464,coyote_791.wav,3,coyote,1,Macaulay Library
465,coyote_792.wav,3,coyote,1,Macaulay Library
466,coyote_796.wav,3,coyote,1,Macaulay Library
467,coyote_798.wav,3,coyote,1,Macaulay Library
468,coyote_799.wav,3,coyote,1,Macaulay Library
469,coyote_800.wav,3,coyote,1,Macaulay Library
470,coyote_801.wav,3,coyote,1,Macaulay Library
471,coyote_802.wav,3,coyote,1,Macaulay Library
472,coyote_804.wav,3,coyote,1,Macaulay Library
473,coyote_805.wav,3,coyote,1,Macaulay Library
474,coyote_806.wav,3,coyote,1,Macaulay Library
475,coyote_807.wav,3,coyote,1,Macaulay Library
476,coyote_808.wav,3,coyote,1,Macaulay Library
477,coyote_809.wav,3,coyote,1,Macaulay Library
478,coyote_811.wav,3,coyote,1,Macaulay Library
479,coyote_815.wav,3,coyote,1,Macaulay Library
480,coyote_817.wav,3,coyote,1,Macaulay Library
481,coyote_820.wav,3,coyote,1,Macaulay Library
482,coyote_823.wav,3,coyote,1,Macaulay Library
483,coyote_827.wav,3,coyote,1,Macaulay Library
484,coyote_829.wav,3,coyote,1,Macaulay Library
485,coyote_831.wav,3,coyote,1,Macaulay Library
486,coyote_832.wav,3,coyote,1,Macaulay Library
487,coyote_834.wav,3,coyote,1,Macaulay Library
488,coyote_836.wav,3,coyote,1,Macaulay Library
489,coyote_838.wav,3,coyote,1,Macaulay Library
490,coyote_839.wav,3,coyote,1,Macaulay Library
491,coyote_840.wav,3,coyote,1,Macaulay Library
492,coyote_841.wav,3,coyote,1,Macaulay Library
493,coyote_844.wav,3,coyote,1,Macaulay Library
494,coyote_845.wav,3,coyote,1,Macaulay Library
495,coyote_848.wav,3,coyote,1,Macaulay Library
496,coyote_851.wav,3,coyote,1,Macaulay Library
497,coyote_852.wav,3,coyote,1,Macaulay Library
498,coyote_854.wav,3,coyote,1,Macaulay Library
499,coyote_855.wav,3,coyote,1,Macaulay Library
500,coyote_857.wav,3,coyote,1,Macaulay Library
501,coyote_858.wav,3,coyote,1,Macaulay Library
502,coyote_859.wav,3,coyote,1,Macaulay Library
503,coyote_860.wav,3,coyote,1,Macaulay Library
504,coyote_861.wav,3,coyote,1,Macaulay Library
505,coyote_863.wav,3,coyote,1,Macaulay Library
506,coyote_865.wav,3,coyote,1,Macaulay Library
507,coyote_866.wav,3,coyote,1,Macaulay Library
508,coyote_867.wav,3,coyote,1,Macaulay Library
509,coyote_873.wav,3,coyote,1,Macaulay Library
510,coyote_874.wav,3,coyote,1,Macaulay Library
511,coyote_877.wav,3,coyote,1,Macaulay Library
512,coyote_878.wav,3,coyote,1,Macaulay Library
513,coyote_879.wav,3,coyote,1,Macaulay Library
514,coyote_880.wav,3,coyote,1,Macaulay Library
515,coyote_881.wav,3,coyote,1,Macaulay Library
516,coyote_882.wav,3,coyote,1,Macaulay Library
